Symbol,Name,PricetoBookValue,Gross Profit(Quart),Return on Equity (TTM),Fixed Asset Turnover(Quartl),Earning Yield(forward 1y),Free Cash Flow Yield(TTM),30 D Avg Daily Volume,Momentum Score,Market Cap,Total Returns Price,3M Price Returns (Daily)
ARCC,Ares Capital,0.997,24000.0,0.081,1.109,10.72,-0.3107,1881.0,5.0,70300.0,16.49,0.0
ARE,Alexandria Real Estate,2.219,14890.0,0.0263,0.0251,0.6196,-0.1617,7307629.0,6.0,11280.0,120.45,0.0195
ARE.TO,Aecon Group,1.376,7157.0,0.0534,1.552,3.44,0.0725,4288031.0,4.0,10070.0,17.15,0.0793
ARI,Apollo Commercial Real,0.8874,14890.0,0.1166,1.109,11.81,0.0922,1390.0,7.0,19190.0,18.2,-0.0226
ARII,American Railcar Indus,1.373,3117.0,0.0934,0.0951,6.513,-0.04,8703853.0,3.0,76507.0,40.09,0.0606
ARKAY,Arkema,1.882,14890.0,0.1135,0.8697,5.708,0.0486,19024.0,7.0,91480.0,120.88,0.1097
ARMK,Aramark,4.371,36091.0,0.1557,3.618,3.332,0.0329,1044.0,5.0,10150.0,41.42,0.0386
ARNA,Arena Pharmaceuticals,12.31,3921.0,-0.5764,0.1555,1.285,-0.106,5013176.0,9.0,10190.0,25.99,0.4447
AROW,Arrow Financial,2.0,14890.0,0.1167,0.989,5.64,0.0756,1746483.0,5.0,48146.0,34.6,0.1278
ARRS,ARRIS International,1.748,40336.0,0.0415,4.694,3.16,0.1319,1013.0,4.0,54270.0,28.94,0.0539
ARTNA,Artesian Resources,2.558,1025.0,0.0968,0.0468,3.644,-0.0025,218332.0,9.0,36469.0,39.69,0.0664
ARW,Arrow Electronics,1.541,82397.0,0.1104,8.202,7.991,-0.0095,4308297.0,7.0,72520.0,82.16,0.0601
ARX.TO,ARC Resources,1.636,32300.0,0.0814,0.0984,4.516,-0.0249,1211.0,3.0,58530.0,16.56,-0.0195
ASAZY,Assa Abloy,4.415,86100.0,0.1526,2.401,3.323,0.0358,1157519.0,5.0,24210.0,10.9,0.0065
ASB,Associated Banc,1.218,14890.0,0.0753,0.8052,6.632,0.2101,1029.0,6.0,36930.0,24.4,-0.0317
ASBRF,Asahi Group Holdings,2.19,19480.0,0.2162,0.8096,9.135,0.0452,4947.0,8.0,18740.0,40.9,0.0646
ASC,Ardmore Shipping,0.7462,1673.0,-0.0308,0.0644,-4.044,-0.502,2102187.0,5.0,29882.0,8.9,0.1338
ASCMA,Ascent Capital Group,0.9813,11088.0,-0.4777,4.978,-63.71,-0.1631,6007943.0,1.0,17297.0,14.0,-0.1049
ASDOF,Ansaldo Sts,3.111,13637.0,0.1331,3.98,3.833,0.0005,3408.0,7.0,2600.0,13.0,0.0
ASEKY,Aisin Seiki,1.315,10240.0,0.1269,0.7441,9.068,-0.0072,7753.0,5.0,14610.0,52.61,0.0023
ASGLY,Asahi Glass,0.8888,79827.0,0.0785,0.3508,8.579,0.1344,902553.0,8.0,86500.0,7.48,-0.1292
ASGN,On Assignment,3.159,21294.0,0.1246,10.95,3.677,0.0516,2817931.0,8.0,29300.0,55.48,0.0333
ASH,Ashland Global Holdings,1.227,23500.0,-0.0683,0.4201,0.5604,0.0522,5447911.0,6.0,41700.0,66.83,0.0203
ASHTY,Ashtead Group,4.458,14890.0,0.2782,0.1894,5.389,0.044,34471.0,8.0,12220.0,97.9,0.2029
ASMIY,ASM International,1.654,9705.0,0.1326,1.446,3.156,0.0026,217.0,9.0,37390.0,63.39,0.0875
ASML,ASML Holding,5.68,88271.0,0.187,1.311,2.777,0.0193,798465.0,9.0,72950.0,169.44,0.2913
ASOZF,Asseco Poland,0.7217,11115.0,0.0496,2.67,6.631,0.1536,244.0,3.0,10400.0,12.53,-0.0475
ASR,Grupo Aeroportuario del,4.287,10938.0,0.1891,7.595,4.121,0.014,5489017.0,8.0,54790.0,182.62,-0.1069
ASTE,Astec Industries,1.796,6552.0,0.0746,1.657,3.966,0.0301,1519984.0,3.0,12160.0,52.73,-0.0242
ASTVF,Austevoll Seafood,1.603,30750.0,0.2186,0.7273,13.35,0.1253,0.0,7.0,18530.0,9.14,0.0044
ASX,Advanced Semiconductor,1.884,40026.0,0.1504,0.4722,5.397,0.0761,7847491.0,5.0,10340.0,6.25,0.0016
ATA.TO,ATS Automation Tooling,1.853,6683.0,0.0507,3.771,2.637,0.0369,1696772.0,7.0,13140.0,14.03,0.0726
ATD.B.TO,Alimentation Couche-Tard,4.134,2300.0,0.2163,1.149,5.222,0.039,9993304.0,4.0,33550.0,59.02,-0.0069
ATEYY,Advantest,3.639,18524.0,0.103,1.379,2.358,0.0283,190697.0,7.0,35510.0,20.08,0.2038
ATGE,Adtalem Global Education,1.339,21898.0,0.0754,0.9361,6.36,0.0776,5041643.0,9.0,22350.0,36.0,0.0
ATHM,Autohome,6.604,18580.0,0.2313,10.93,2.984,0.0415,1037.0,10.0,70820.0,61.42,0.3375
ATHN,athenahealth,6.907,15730.0,0.0503,0.832,0.6451,0.0,4806904.0,6.0,49520.0,124.02,-0.1027
ATLKY,Atlas Copco,8.452,13880.0,0.2666,2.291,3.418,0.0399,4357233.0,8.0,51700.0,42.58,0.1052
ATLO,Ames National,1.652,14890.0,0.0882,0.7617,5.549,0.0708,99977.0,5.0,28352.0,30.45,0.0016
ATNI,ATN International,1.257,7597.0,0.0323,0.1912,2.634,-0.0821,1017464.0,3.0,85694.0,52.88,-0.196
ATO,Atmos Energy,2.317,41232.0,0.1075,0.0596,4.266,-0.0221,3304233.0,7.0,90400.0,85.23,0.0305
ATR,AptarGroup,4.245,21779.0,0.1752,0.7578,3.769,0.0443,2252765.0,5.0,55560.0,88.58,0.0145
ATRC,AtriCure,4.983,3255.0,-0.193,1.51,-4.309,-0.0208,1994991.0,7.0,80479.0,23.44,-0.0131
ATRI,Atrion,7.163,1769.0,0.2033,0.5473,2.678,0.0256,640623.0,9.0,12340.0,666.6,0.0161
ATRO,Astronics,2.579,3415.0,0.1228,1.235,4.781,0.018,148561.0,2.0,89663.0,31.24,0.0273
ATSG,Air Transport Services Gr,5.174,17430.0,-0.1218,0.2375,0.6552,-0.0422,5360951.0,9.0,14490.0,24.5,0.1101
ATU,Actuant,3.113,9652.0,-0.126,2.602,2.074,0.0381,594672.0,5.0,15580.0,26.1,0.0807
ATVI,Activision Blizzard,4.915,1070.0,0.1228,6.644,2.34,0.039,5903.0,9.0,47750.0,63.25,0.1171
ATW,Atwood Oceanics,0.2206,6581.0,-0.0058,0.0283,9.468,0.2372,6356.0,3.0,74988.0,9.32,0.1188
AUBN,Auburn National Bancorp,1.528,14890.0,0.0941,0.5407,7.901,0.0616,166937.0,8.0,13008.0,35.7,-0.0179
AUDC,AudioCodes,2.244,2380.0,0.1699,10.25,7.083,0.0499,633574.0,7.0,23336.0,7.2,0.1613
AUKUF,ams,4.84,6923.0,0.0483,0.2887,0.9276,-0.0445,54803.0,10.0,47350.0,71.7,0.1022
AVA,Avista,1.986,21175.0,0.0824,0.0749,4.056,0.0086,4559586.0,8.0,33510.0,52.02,0.258
AVAV,AeroVironment,3.338,1163.0,0.0544,2.214,1.614,0.0015,4737087.0,10.0,12710.0,53.3,0.3986
AVB,AvalonBay Communities,2.402,35026.0,0.0988,0.031,4.01,-0.0103,8374293.0,5.0,24700.0,178.9,-0.0494
AVD,American Vanguard,2.327,3434.0,0.0513,1.53,2.198,0.0425,1014178.0,7.0,67758.0,22.75,0.3075
AVGO,Broadcom,5.063,21490.0,0.0273,1.574,0.8945,0.0458,2788.0,9.0,100260.0,245.74,0.0455
AVH,Avianca Holdings,0.731,46793.0,0.0448,0.2305,9.406,0.4718,756156.0,7.0,96459.0,7.74,0.2
AVIFY,Advanced Info Service,15.49,44860.0,0.7549,0.3207,5.107,0.0065,611533.0,8.0,16850.0,5.668,0.0816
AVO.TO,Avigilon,2.518,6872.0,0.0577,1.871,2.239,0.0228,1406587.0,9.0,80779.0,18.45,0.3122
AVT,Avnet,0.9608,63062.0,0.1073,8.811,7.105,-0.094,8326333.0,3.0,49790.0,40.46,0.0592
AVX,AVX,1.436,7385.0,0.0577,1.338,3.956,0.0367,1635484.0,8.0,32340.0,19.21,0.1865
AVY,Avery Dennison,8.29,45260.0,0.3835,1.662,4.376,0.0362,6037575.0,7.0,88690.0,100.34,0.1251
AW.UN.TO,A&W Revenue Royalties Inc,4.085,14890.0,0.2062,1.109,4.896,0.0574,1131173.0,4.0,43241.0,34.58,-0.0095
AWI,Armstrong World Indus,9.304,11110.0,0.6533,0.4776,5.505,0.018,3852187.0,6.0,27660.0,52.3,0.1622
AWK,American Water Works Co,2.741,14890.0,0.09,0.0553,3.173,-0.0035,8542139.0,6.0,14760.0,82.77,0.0666
AWR,American States Water,3.7,9116.0,0.1382,0.0988,5.398,0.007,1740036.0,8.0,18980.0,51.8,0.1045
AWTRF,Air Water,1.556,33063.0,0.1389,0.7443,9.727,0.0055,1667.0,6.0,35730.0,18.32,-0.0327
AX.UN.TO,Artis REIT,0.8958,7870.0,0.0702,33.93,3.914,0.1132,2072285.0,7.0,20480.0,13.6,0.0462
AXE,Anixter International,2.058,39570.0,0.1129,13.81,5.066,0.0784,1083524.0,6.0,28740.0,86.45,0.133
AXFOF,Axfood,8.94,19478.0,0.4223,6.292,4.477,0.0537,295.0,5.0,37110.0,17.7,0.1629
AXL,American Axle & Mfg Hldgs,1.536,31640.0,0.3684,1.049,19.84,0.1107,1899.0,3.0,19870.0,17.85,0.1576
AXP,American Express,3.822,14890.0,0.2178,1.871,6.621,0.0968,3122.0,8.0,80930.0,91.55,0.0933
AXS,Axis Capital Holdings,0.9117,14890.0,0.0864,1.109,7.922,0.1004,7818819.0,4.0,46660.0,56.11,-0.1168
AYALY,Ayala,2.276,31526.0,0.1175,0.7982,4.745,0.0063,2563.0,3.0,11000.0,17.7,0.0057
AYI,Acuity Brands,4.776,40690.0,0.1888,3.172,4.371,0.033,6426779.0,2.0,73330.0,174.2,-0.1247
AYR,Aircastle,0.9733,22119.0,0.0718,0.0369,10.33,-0.2936,243270.0,5.0,17860.0,22.69,0.0553
AZIHF,Azimut Holding,5.016,14890.0,0.3509,18.37,9.095,0.1571,21207.0,9.0,28270.0,21.74,0.061
AZN,AstraZeneca,6.354,41010.0,0.2841,0.7199,4.673,0.016,4913.0,4.0,86750.0,34.26,0.0184
AZO,AutoZone,2.2255000000000003,18540.0,-0.7401,0.8853,7.34,0.0539,5115686.0,2.0,16740.0,601.49,0.1852
AZPN,Aspen Technology,2.2255000000000003,11157.0,-0.8432,8.977,3.26,0.036,3910916.0,8.0,47310.0,64.72,0.1697
AZSEY,Allianz,1.398,14890.0,0.096,1.109,7.519,0.2334,1773033.0,9.0,101140.0,22.73,0.1252
AZZ,AZZ,2.2,4147.0,0.0973,0.8271,4.206,0.0213,1268334.0,2.0,11990.0,46.2,-0.1158
B,Barnes Group,2.932,12799.0,0.1293,1.062,4.042,0.0443,2980938.0,9.0,38090.0,70.75,0.2127
BABY,Natus Medical,3.144,6614.0,0.0456,5.855,1.47,0.0357,3378054.0,3.0,13410.0,40.45,0.0874
BACHY,Bank Of China,0.7144,14890.0,0.1235,0.6025,21.36,0.6593,7015473.0,6.0,152760.0,12.97,0.1136
BAD.TO,Badger Daylighting,3.41,3661.0,0.1369,0.4214,3.915,0.0198,1039959.0,6.0,97278.0,26.22,0.0008
BAH,Booz Allen Hamilton Hldg,9.354,79503.0,0.4855,10.74,4.643,0.0557,9828833.0,7.0,56040.0,37.69,0.1432
BAK,Braskem,5.917,90078.0,0.3072,0.3975,4.055,0.0273,4334983.0,9.0,11540.0,29.0,0.4139
BAM.A.TO,Brookfield Asset Mgmt,1.74,31770.0,0.0625,0.2161,3.19,0.0536,974771.0,7.0,50470.0,52.65,0.0434
BANC,Banc of California,1.418,14890.0,0.1394,0.56,12.78,0.5579,8992096.0,3.0,10450.0,20.75,-0.0416
BANF,BancFirst,2.446,14890.0,0.1149,0.6623,5.619,0.0483,4776327.0,9.0,18300.0,57.5,0.1723
BANR,Banner,1.572,14890.0,0.0726,0.7552,5.057,0.0785,2000766.0,8.0,20580.0,61.85,0.1041
BAP,Credicorp,2.967,14890.0,0.1868,2.033,5.747,0.0415,2402257.0,8.0,19460.0,206.18,0.1394
BASFY,Basf,2.687,55740.0,0.153,0.6333,5.343,0.0492,3190853.0,8.0,97230.0,105.86,0.1426
BAX,Baxter International,3.736,1130.0,0.105,0.605,2.61,0.038,2069.0,8.0,34280.0,62.91,0.0457
BAYRY,Bayer,3.052,77830.0,0.1715,0.9421,4.15,0.0597,1175109.0,7.0,113990.0,34.46,0.0941
BBBY,Bed Bath & Beyond,1.206,10690.0,0.2122,1.608,16.89,0.1728,4683.0,2.0,32820.0,22.91,-0.2273
BBGI,Beasley Broadcast Group,1.638,1610.0,0.3048,1.027,27.49,0.0448,235686.0,10.0,34690.0,12.05,0.2172
BBSEY,BB Seguridade,6.96,14890.0,0.4556,1.109,6.638,0.0158,6695527.0,5.0,18280.0,9.156,0.1058
BBSI,Barrett Business Services,6.153,4421.0,0.2925,8.406,4.175,0.1961,326969.0,6.0,41759.0,57.24,0.0025
BBT,BB&T,1.414,14890.0,0.0881,1.363,6.517,0.0842,4181.0,7.0,38540.0,47.69,0.0474
BBVA,BBVA,1.041,14890.0,0.0821,1.106,13.18,0.0907,2987.0,9.0,56940.0,8.54,-0.007
BBW,Build-A-Bear Workshop,1.474,3409.0,0.0338,1.037,2.105,0.0194,1007095.0,3.0,15232.0,9.5,-0.0821
BBX,BBX Capital,1.547,14890.0,0.1193,1.844,6.298,0.0563,904512.0,6.0,75240.0,7.4,0.0522
BBY,Best Buy Co,4.044,21530.0,0.2706,3.875,6.406,0.072,6284.0,9.0,17580.0,58.76,0.0233
BC,Brunswick,3.3,36890.0,0.1973,2.025,5.822,0.0312,1129.0,7.0,51080.0,57.58,-0.0681
BCB.TO,Cott,2.538,46048.0,-0.1611,1.109,-6.515,0.0656,1694693.0,4.0,27090.0,19.48,0.0871
BCBP,BCB Bancorp,1.208,14890.0,0.0749,0.8557,7.463,0.0865,873366.0,8.0,16047.0,14.2,-0.0565
BCC,Boise Cascade,2.193,15871.0,0.0793,2.038,3.354,0.0436,4855219.0,7.0,13470.0,34.95,0.2157
BCE.TO,BCE,3.579,23810.0,0.2188,0.2423,5.574,0.0594,1236.0,5.0,52780.0,58.62,0.0045
BCH,Banco De Chile,3.382,14890.0,0.298,2.077,8.686,0.0392,5022943.0,8.0,15180.0,93.29,0.1943
BCI.TO,New Look Vision Group,6.499,4285.0,0.1304,1.172,1.913,0.021,185863.0,8.0,47003.0,34.5,0.0017
BCMXY,Bank of Communications,0.5588,14890.0,0.1102,0.4083,27.21,0.4558,0.0,6.0,52960.0,17.83,0.03
BCO,The Brink's,10.02,17700.0,0.2302,1.414,2.435,0.0272,6093912.0,10.0,42400.0,84.0,0.267
BCOM,B Communications,1.169,14890.0,-0.1297,0.3458,-9.016,1.336,60887.0,2.0,41988.0,14.05,-0.2059
BCOV,Brightcove,3.624,2218.0,-0.2458,4.226,-7.508,-0.0199,1600637.0,2.0,25158.0,7.325,0.1911
BCPC,Balchem,4.651,4676.0,0.1175,0.8469,2.346,0.0296,9319613.0,6.0,26150.0,81.84,0.0713
BCR,C.R. Bard,12.62,61840.0,0.3355,1.971,3.205,0.024,4292965.0,9.0,23400.0,322.0,0.0156
BCRX,Biocryst Pharmaceuticals,17.47,3077.0,-2.89,0.3202,-11.85,-0.1055,2361.0,7.0,42064.0,5.23,-0.0776
BDC,Belden,2.427,24251.0,0.098,1.936,2.724,0.0657,270393.0,5.0,35870.0,84.81,0.1517
BDGE,Bridge Bancorp,1.554,14890.0,0.0903,1.006,5.522,0.0734,42761.0,5.0,67711.0,34.35,0.0346
BDN,Brandywine Realty Trust,1.795,7717.0,0.0131,0.0406,-0.9003,-0.0103,1404.0,5.0,31250.0,17.82,0.0513
BDNNF,Boliden,2.641,26065.0,0.1386,0.3197,4.65,0.0185,6157.0,9.0,97230.0,35.55,0.3118
BDORY,Banco do Brasil BB Brasil,1.218,14890.0,0.0993,2.146,7.916,-0.0613,1680793.0,9.0,32250.0,11.58,0.4122
BDT.TO,Bird Construction,2.633,1649.0,0.0808,7.507,3.196,-0.1808,5922637.0,4.0,41241.0,9.7,0.1815
BDX,"Becton, Dickinson and Co",3.582,15030.0,0.0904,0.7269,3.096,0.0311,1083.0,6.0,45080.0,198.08,0.014
BEAT,BioTelemetry,7.32,3597.0,0.3844,2.188,4.608,0.0198,621643.0,10.0,10740.0,33.2,0.0231
BECN,Beacon Roofing Supply,2.267,29775.0,0.077,7.748,3.194,0.0262,1081.0,5.0,31760.0,52.6,0.092
BEI.UN.TO,Boardwalk REIT,0.6416,5440.0,-0.0128,3.781,-3.631,0.0574,1135189.0,4.0,19580.0,38.56,-0.1626
BEL,Belmond,2.426,9902.0,0.0094,0.1472,0.6912,-0.0018,3653524.0,6.0,16910.0,14.05,0.0808
BELFB,Bel Fuse,2.311,2904.0,0.1055,2.874,3.884,0.0387,3821703.0,6.0,39203.0,32.55,0.2994
BEN,Franklin Resources,2.009,10730.0,0.1446,3.169,6.805,0.057,2499.0,7.0,24910.0,44.67,-0.0056
BERY,Berry Global Group,9.145,38800.0,0.7116,0.7997,4.157,0.0784,9374238.0,7.0,77280.0,59.26,0.0417
BF.A,Brown-Forman,15.0,49300.0,0.5329,1.01,3.203,0.0226,3188017.0,6.0,21300.0,55.44,0.1335
BFAM,Bright Horizons Family,7.033,11434.0,0.1624,0.8149,2.178,0.0277,169905.0,7.0,50780.0,85.84,0.1319
BFIN,BankFinancial,1.476,14890.0,0.0453,0.4449,4.009,0.0593,457909.0,8.0,29521.0,16.24,0.0921
BFR,BBVA Banco Frances,3.746,14890.0,0.1773,1.333,8.44,0.2706,5372442.0,3.0,38310.0,20.95,0.1461
BFS,Saul Centers,9.454,4253.0,0.3367,0.0425,2.429,-0.0477,340144.0,4.0,13790.0,63.24,0.0888
BG,Bunge,1.478,35500.0,0.0794,2.18,4.962,0.1286,9673678.0,7.0,96620.0,68.72,-0.0887
BGAOY,Proximus,3.461,95768.0,0.1883,0.499,5.362,0.0596,6667.0,6.0,10890.0,6.75,-0.0612
BGCP,BGC Partners,5.455,14890.0,0.1327,4.3,1.253,0.0874,1605.0,9.0,45650.0,15.94,0.2581
BGFV,Big 5 Sporting Goods,0.8515,7931.0,0.1184,3.155,13.66,0.1331,834419.0,2.0,17607.0,8.05,-0.3711
BGG,Briggs & Stratton,1.819,10113.0,0.1128,1.337,5.42,0.0072,2396362.0,6.0,10180.0,23.8,-0.0008
BGS,B&G Foods,2.744,11102.0,0.1329,1.452,4.646,0.0245,1096.0,2.0,21610.0,32.5,-0.078
BH,Biglari Holdings,1.343,3999.0,0.0313,0.6921,-7.134,0.0616,814403.0,2.0,71950.0,347.99,-0.1185
BHB,Bar Harbor Bankshares,1.363,14890.0,0.0723,0.6449,5.397,0.0449,2645857.0,6.0,47326.0,30.69,0.0149
BHE,Benchmark Electronics,1.255,5859.0,0.0494,3.659,4.272,0.0933,2056346.0,8.0,17650.0,35.35,0.103
BHLB,Berkshire Hills Bancorp,1.222,14890.0,0.0582,1.08,7.42,0.0636,2965565.0,7.0,15500.0,38.35,0.0682
BID,Sothebys,4.733,25768.0,0.146,0.9084,2.788,0.0926,4864458.0,6.0,25700.0,48.79,-0.0839
BIDU,Baidu,5.908,15000.0,0.1468,1.826,1.586,0.0038,2444.0,7.0,85890.0,247.69,0.3625
BIG,Big Lots,3.877,49250.0,0.2889,2.343,7.132,0.0851,1090.0,4.0,22680.0,53.42,0.1368
BIIB,Biogen,5.977,27120.0,0.2803,1.132,4.811,0.0291,1337.0,6.0,69240.0,327.48,0.2041
BIO,Bio-Rad Laboratories,2.386,27330.0,0.0057,1.001,0.2629,-0.0001,1643459.0,9.0,67060.0,226.26,0.0034
BITA,Bitauto Holdings,2.471,20379.0,-0.0655,1.109,-3.011,0.0415,1078.0,8.0,34780.0,49.18,0.7533
BJRI,BJ's Restaurants,2.467,4732.0,0.1366,0.4367,5.579,0.0205,418166.0,2.0,65733.0,30.65,-0.145
BK,Bank of New York Mellon,1.545,14890.0,0.1042,2.685,7.28,0.0302,3203.0,8.0,56280.0,54.47,0.0632
BKCC,BlackRock Capital,0.8958,14890.0,-0.0086,1.109,-1.32,0.1908,2959305.0,3.0,54424.0,7.45,-0.0119
BKD,Brookdale Senior Living,1.041,31411.0,-0.2304,0.1834,-12.58,0.0777,2819.0,2.0,19950.0,10.71,-0.2468
BKE,Buckle,1.916,7414.0,0.2001,1.205,10.55,0.1348,5153395.0,2.0,83769.0,17.15,-0.0115
BKGMF,BankGuam Holding,0.7804,14890.0,0.0995,1.266,12.11,0.0183,3469.0,6.0,10580.0,11.4,-0.05
BKH,Black Hills,2.14,24981.0,0.0806,0.0769,5.182,-0.0106,2818029.0,7.0,35870.0,67.08,-0.0086
BKHYY,Bank Hapoalim,0.9146,14890.0,0.0698,1.063,6.88,0.5789,90357.0,8.0,93040.0,35.0,0.0252
BKJ,Bancorp of New Jersey,1.512,14890.0,0.052,0.4614,3.32,0.0367,4210.0,9.0,12140.0,18.1,0.1312
BKKLY,Bangkok Bank,0.9898,14890.0,0.0862,0.6151,8.235,-0.038,55253.0,7.0,11190.0,29.3,0.0313
BKMU,Bank Mutual,1.62,14890.0,0.0568,0.5354,4.73,0.0486,2014114.0,7.0,47081.0,10.25,0.0963
BKNIY,Bankinter,1.684,14890.0,0.1075,0.9755,5.266,-0.3162,3027.0,8.0,81350.0,9.05,-0.012
BKRKY,Bank Rakyat Indonesia,2.543,14890.0,0.1964,0.6852,6.787,0.0508,668803.0,8.0,27400.0,22.62,0.02
BKS,Barnes & Noble,1.026,25348.0,0.0456,3.122,4.331,0.0641,1097.0,2.0,57014.0,7.85,0.0753
BKU,BankUnited,1.464,14890.0,0.0992,0.476,6.748,0.0439,7643866.0,5.0,37790.0,35.38,0.0357
BLDP,Ballard Power Systems,7.482,9265.0,-0.08,1.698,-1.002,-0.0023,3888.0,9.0,89892.0,5.1,0.8214
BLJZY,Berli Jucker,1.581,19756.0,0.0575,0.5875,3.071,0.059,0.0,7.0,47920.0,12.0,0.1628
BLK,BlackRock,2.54,28440.0,0.1186,5.416,4.38,0.0429,4599665.0,6.0,75060.0,463.22,0.0894
BLKB,Blackbaud,16.28,10520.0,0.2017,4.139,1.147,0.0287,2213319.0,7.0,42660.0,88.77,0.0418
BLL,Ball,4.102,58500.0,0.0608,0.6469,2.189,-0.0101,1986.0,4.0,14780.0,42.02,0.0
BLMN,Bloomin Brands,18.18,16787.0,0.4783,0.8646,5.125,0.027,1371.0,3.0,16400.0,17.56,-0.1693
BLMT,BSB Bancorp,1.733,14890.0,0.0879,6.396,5.074,0.1475,135141.0,7.0,29429.0,30.35,0.0502
BLUNY,Belluna,1.418,20874.0,0.2572,0.6435,17.9,0.1387,0.0,10.0,11060.0,11.37,-0.034
BLX,Banco Latinoamericano,1.15,14890.0,0.0813,4.383,6.746,1.013,1073065.0,4.0,11770.0,29.91,0.0916
BMA,Banco Macro,3.77,14890.0,0.2988,4.972,6.905,0.0983,2259598.0,8.0,81880.0,122.28,0.3558
BMBRF,Bim Birlesik Magazalar,7.886,29464.0,0.4115,2.824,5.551,0.0528,0.0,6.0,41730.0,13.8,0.0
BMCH,BMC Stock Holdings,2.011,21169.0,0.0602,3.01,3.815,0.0178,5030825.0,4.0,14230.0,21.25,-0.0116
BMI,Badger Meter,5.419,4105.0,0.1333,1.141,2.333,0.037,993254.0,8.0,14600.0,50.15,0.2761
BMO.TO,Bank of Montreal,1.459,14890.0,0.138,1.109,2.428,-0.0358,1557.0,6.0,62630.0,96.51,0.008
BMRC,Bank of Marin,1.766,14890.0,0.0961,2.439,5.272,0.0602,2530103.0,8.0,42513.0,68.95,0.0936
BMRN,Biomarin Pharmaceutical,5.944,26114.0,-0.0677,0.379,-1.029,-0.0164,1345.0,4.0,16620.0,94.81,0.0525
BMS,Bemis,3.353,18590.0,0.1635,0.7744,5.301,0.0589,1839.0,3.0,42410.0,46.7,0.0024
BMTC,Bryn Mawr Bank,1.918,14890.0,0.0973,1.006,5.187,0.0647,357645.0,8.0,75740.0,44.55,0.0482
BMWYY,BMW,1.197,60870.0,0.1603,0.4718,12.09,-0.0419,3486747.0,7.0,68750.0,34.84,0.125
BMY,Bristol-Myers Squibb,7.231,35820.0,0.3024,1.032,3.088,0.0354,5896.0,6.0,106280.0,64.81,0.1724
BNCL,Beneficial Bancorp,1.238,14890.0,0.0347,0.6678,4.444,0.0693,1915534.0,4.0,12760.0,16.8,0.1351
BNE.TO,Bonterra Energy,0.977,3441.0,-0.0065,0.0474,-0.7722,0.0451,1432688.0,3.0,51765.0,15.54,-0.0324
BNFT,Benefitfocus,2.2255000000000003,3452.0,0.8215,0.8203,-2.796,-0.0208,1721469.0,2.0,10150.0,32.55,-0.0552
BNPQY,BNP Paribas,0.8843,14890.0,0.0758,1.233,8.105,0.5066,1354033.0,9.0,100470.0,40.28,0.0812
BNS.TO,Bank of Nova Scotia,1.809,14890.0,0.1497,3.008,9.525,-0.0604,1908.0,7.0,96520.0,80.55,0.0269
BNTGY,Brenntag,2.6,70560.0,0.1367,3.038,4.976,0.0389,2126107.0,5.0,85980.0,11.13,-0.0288
BOBE,Bob Evans Farms,8.707,3341.0,0.5374,0.745,2.563,0.0172,7337115.0,10.0,15430.0,77.38,0.1032
BOCH,Bank of Commerce Holdings,1.446,14890.0,0.0906,0.7125,5.982,0.0761,3197857.0,9.0,18211.0,11.2,0.009
BOFI,BofI Holding,2.142,14890.0,0.1788,5.65,7.812,0.1188,5437526.0,7.0,17760.0,27.92,0.1911
BOH,Bank of Hawaii,2.964,14890.0,0.1552,1.344,6.166,0.0631,159777.0,6.0,35970.0,84.4,0.0169
BOKF,BOK Financial,1.715,14890.0,0.0895,1.198,5.164,-0.0087,1100353.0,7.0,58690.0,89.71,0.0614
BOLYY,Bolsas,5.576,9210.0,0.3476,1.926,5.958,0.0594,60.0,8.0,28030.0,16.87,-0.0786
BOOM,DMC Global,2.134,1402.0,-0.0703,0.8149,-3.114,-0.0002,469299.0,7.0,24962.0,16.9,0.3
BORUF,Borussia Dortmund GmbH,2.725,7093.0,0.1508,0.3831,5.82,-0.1085,1218.0,10.0,88946.0,9.67,0.2641
BOS.TO,Airboss of America,1.832,1583.0,0.0969,1.242,5.118,0.059,837527.0,4.0,26904.0,11.66,-0.1031
BOSSY,Hugo Boss,6.777,47344.0,0.2985,1.58,4.38,0.054,902493.0,9.0,62180.0,18.02,0.2628
BP,BP,1.301,87030.0,0.0391,0.4404,3.419,-0.0331,4522.0,6.0,125950.0,38.26,0.1109
BPF.UN.TO,Boston Pizza Royalties,1.68,14890.0,0.128,1.109,7.263,0.0723,136482.0,6.0,44690.0,22.03,-0.038
BPFH,Boston Private Financial,1.868,14890.0,0.1045,2.836,5.357,0.026,3204729.0,7.0,13960.0,16.6,0.0744
BPHLY,Bank of The Philippine,2.175,14890.0,0.1427,1.216,6.513,-0.0178,0.0,6.0,74630.0,37.89,0.0
BPI,Bridgepoint Education,1.946,6343.0,-0.0305,10.46,2.301,-0.0013,2594033.0,7.0,28972.0,9.96,-0.2788
BPOP,Popular,0.69,14890.0,0.0443,0.8965,7.576,0.1477,1231.0,4.0,36070.0,35.36,-0.1545
BPOSY,Bpost,6.477,49216.0,0.4105,1.35,6.414,0.044,5803.0,6.0,58670.0,29.34,0.2107
BRC,Brady,2.826,14387.0,0.1487,2.977,4.779,0.0644,2525358.0,5.0,19780.0,38.5,0.1649
BRCD,Brocade Communications,2.011,35114.0,0.012,1.291,1.655,0.0311,7241.0,9.0,50770.0,12.27,-0.0323
