Symbol,Name,PricetoBookValue,Gross Profit(Quart),Return on Equity (TTM),Fixed Asset Turnover(Quartl),Earning Yield(forward 1y),Free Cash Flow Yield(TTM),30 D Avg Daily Volume,Momentum Score,Market Cap,Total Returns Price,3M Price Returns (Daily)
SMP,Standard Motor Products,2.337,9067.0,0.1401,3.882,5.968,0.0423,8950847.0,5.0,11040.0,48.45,-0.0485
SMTC,Semtech,3.962,9224.0,0.1053,1.337,2.558,0.0279,5000043.0,8.0,25350.0,38.3,0.099
SMTOF,Sumitomo Electric,1.004,11440.0,0.1186,0.8566,12.44,0.0433,104653.0,6.0,12740.0,16.34,0.0401
SMTUF,Sumitomo Rubber Industries,1.203,53401.0,0.0892,0.59,7.358,0.0307,1083.0,7.0,46170.0,17.6,-0.0085
SMU.UN.TO,Summit Industrial Income,1.132,983.0,0.1387,0.0231,10.83,-0.219,1074687.0,8.0,38492.0,7.34,0.0501
SMUUY,Siam Commercial Bank,1.536,14890.0,0.1481,1.111,8.889,0.1082,759163.0,5.0,15640.0,18.41,0.0071
SNA,Snap-on,3.011,46300.0,0.2126,2.046,6.478,0.0592,548640.0,4.0,85960.0,149.27,-0.0327
SNC.TO,SNC-Lavalin Group,2.121,30164.0,0.0703,6.437,4.11,0.0013,4221686.0,5.0,85050.0,56.5,-0.0014
SNH,Senior Housing Properties,1.456,16222.0,0.0369,0.0415,2.944,0.0541,8176792.0,3.0,46040.0,19.38,-0.0152
SNHY,Sun Hydraulics,5.923,3858.0,0.1054,1.138,1.708,0.0204,1117561.0,9.0,15210.0,56.2,0.3585
SNI,Scripps Networks,4.441,62520.0,0.3014,2.996,5.289,0.0808,9348424.0,8.0,11170.0,86.02,0.2749
SNMRY,Snam,2.36,14890.0,0.1228,0.0408,3.761,0.0487,27082.0,5.0,16470.0,9.64,0.1093
SNP,China Petroleum,0.8516,19740.0,0.0766,0.7428,11.4,0.2185,1773883.0,6.0,90050.0,74.38,-0.0421
SNPHY,Santen Pharmaceutical,2.711,30934.0,0.1406,1.972,5.302,0.0349,677857.0,7.0,62880.0,15.48,0.1299
SNPS,Synopsys,3.62,52584.0,0.1002,2.667,2.741,0.0411,803055.0,8.0,12390.0,82.48,0.1372
SNROF,Sanrio Company,3.612,8132.0,0.1896,0.7356,5.217,0.0885,252.0,5.0,16220.0,19.12,0.0
SNX,Synnex,2.342,37494.0,0.1438,13.14,5.672,-0.0246,2303417.0,5.0,51930.0,129.94,0.103
SNY,Sanofi,1.921,66540.0,0.1582,0.9096,4.222,0.0651,1064.0,8.0,126620.0,50.57,0.0709
SO,Southern,2.121,37810.0,0.0281,0.0685,6.624,-0.035,4775.0,4.0,49560.0,49.59,0.0462
SOHU,Sohu.com,2.604,18297.0,-0.2957,0.909,-13.4,-0.0707,2567737.0,8.0,22330.0,57.46,0.2901
SOIEF,Stolt-Nielsen,0.7851,9802.0,0.0711,0.1463,12.63,-0.1079,84833.0,8.0,11110.0,14.35,0.063
SOMLY,SECOM Co,2.035,65812.0,0.1441,0.5834,10.18,0.0299,5513183.0,4.0,16260.0,18.62,0.0043
SOMMY,Sumitomo Chemical,1.349,15840.0,0.2076,0.8195,17.69,0.2035,37832.0,8.0,10050.0,30.75,0.0862
SON,Sonoco Products,3.079,23588.0,0.1692,1.076,5.387,0.0251,6655434.0,4.0,51050.0,51.36,0.0012
SONA,Southern National Bancorp,1.252,14890.0,0.0252,0.5391,4.807,0.0584,9783853.0,8.0,40480.0,16.93,-0.0408
SONC,Sonic,2.2255000000000003,6518.0,-0.5854,0.3611,5.291,0.0276,7119218.0,3.0,10250.0,24.52,-0.0627
SOOCY,S-Oil,2.077,25470.0,0.1272,0.7561,6.157,-0.063,496.0,10.0,11180.0,48.0,0.1858
SOX.TO,Stuart Olson,0.7011,2062.0,-0.001,13.82,-0.1919,0.0886,2098907.0,4.0,14131.0,5.21,0.0256
SOY.TO,SunOpta,2.179,5605.0,-0.1299,2.108,-2.686,0.0201,385879.0,8.0,10200.0,11.79,-0.0818
SP,SP Plus,3.116,5750.0,0.1434,14.52,4.265,0.0636,1540584.0,9.0,91155.0,40.5,0.3636
SPA,Sparton,2.812,2180.0,0.0165,3.058,0.5567,0.1072,630049.0,5.0,23024.0,23.35,0.0443
SPAR,Spartan Motors,2.764,1950.0,0.0243,2.947,1.198,-0.0081,1703118.0,5.0,42288.0,12.05,0.4176
SPB,Spectrum Brands Holdings,3.341,47340.0,0.1628,1.952,5.349,0.0885,3462014.0,3.0,60360.0,103.99,-0.1579
SPB.TO,Superior Plus,1.946,13800.0,0.2762,0.523,4.173,0.0552,2999618.0,7.0,17790.0,12.46,0.1056
SPE.TO,Spartan Energy,0.8657,5098.0,-0.0078,0.0606,-0.889,-0.7098,1320.0,2.0,11590.0,6.6,0.1092
SPG,Simon Property Group,13.52,12540.0,0.4161,0.0561,4.039,0.0549,1409.0,3.0,49810.0,160.24,0.0286
SPGI,S&P Global,39.96,1060.0,3.412,5.705,5.402,0.0328,8471515.0,7.0,40720.0,158.45,0.0827
SPIL,Siliconware Precision,2.31,12413.0,0.132,0.3103,4.026,0.0288,8952753.0,6.0,49420.0,7.93,-0.0125
SPLK,Splunk,12.19,22009.0,-0.4411,1.711,-3.83,0.0189,1823.0,6.0,93580.0,66.85,0.188
SPN,Superior Energy Services,1.318,11827.0,-0.3552,0.3167,-26.56,-0.0584,3287.0,2.0,15340.0,10.02,0.0142
SPNS,Sapiens Intl Corp,3.308,2331.0,0.0171,6.459,0.5189,0.0068,340647.0,3.0,66150.0,13.49,0.2275
SPOK,Spok Holdings,1.09,3514.0,0.0292,3.079,2.706,0.0452,1515431.0,4.0,33961.0,17.0,-0.0058
SPPJY,Sappi,2.239,17100.0,0.2423,0.5066,9.545,0.1266,291813.0,8.0,36430.0,6.81,0.0225
SPSC,SPS Commerce,3.582,3609.0,0.0355,3.549,0.8961,0.0194,7835807.0,3.0,99938.0,58.03,-0.0564
SPXCY,Singapore Exchange,7.952,14890.0,0.355,2.286,4.186,0.0382,12521.0,5.0,59520.0,83.45,0.0446
SQM,Sociedad Quimica Y Minera,7.086,17991.0,0.1526,0.3441,2.259,0.0359,1725.0,10.0,15510.0,58.94,0.7229
SR,Spire,1.789,24680.0,0.0866,0.0935,4.574,-0.03,1852698.0,7.0,36290.0,75.2,0.0812
SRC,Spirit Realty Capital,1.142,15858.0,0.0177,0.0262,3.505,-0.0739,8045.0,2.0,38340.0,8.41,0.1411
SRCE,1st Source,1.897,14890.0,0.092,0.3667,4.947,0.0782,4585223.0,8.0,13260.0,51.13,0.0601
SRCL,Stericycle,2.221,38175.0,-0.0008,1.258,-0.3493,0.0665,6310984.0,3.0,61090.0,71.58,-0.0485
SRDX,Surmodics,3.818,1488.0,0.057,0.8298,1.414,0.0142,384782.0,4.0,41755.0,31.85,0.1457
SRE,Sempra Energy,2.108,17280.0,0.1336,0.0744,5.472,-0.084,1032.0,6.0,28110.0,111.95,0.0093
SREDY,Storebrand,1.053,14890.0,0.0841,2.935,18.08,0.0562,10.0,9.0,35830.0,15.96,0.4111
SRHBY,StarHub,11.69,25310.0,1.144,0.6466,6.359,0.0184,0.0,6.0,33460.0,19.35,-0.0051
SRI,Stoneridge,2.891,6341.0,0.4628,2.049,12.58,0.077,1518504.0,3.0,60226.0,21.38,0.4465
SRMGF,SpareBank 1 SMN,0.7232,14890.0,0.1082,1.109,9.203,0.0387,522.0,9.0,13170.0,10.15,0.2083
SRU.UN.TO,Smart Real Estate,1.203,11611.0,0.0861,97.61,5.188,0.069,1892062.0,4.0,47080.0,30.2,-0.0464
SRV.UN.TO,SIR Royalty Income,1.379,14890.0,0.1076,1.109,7.728,0.0609,291397.0,7.0,12463.0,14.88,-0.0198
SSB,South State,1.667,14890.0,0.0782,0.6745,5.317,0.0494,1426515.0,6.0,26760.0,91.45,0.0665
SSD,Simpson Manufacturing,2.596,12352.0,0.1121,1.028,3.929,0.0102,1754108.0,5.0,23350.0,49.39,0.1534
SSDOY,Shiseido,4.328,16710.0,0.048,1.525,1.636,0.0334,1374113.0,9.0,15740.0,39.42,0.1524
SSL.TO,Sandstorm Gold,1.576,6306.0,0.0228,0.0424,-1.087,0.0591,4354731.0,3.0,10980.0,5.95,0.1853
SSMXY,Sysmex,7.022,31387.0,0.2665,1.016,3.564,0.0191,265506.0,4.0,13460.0,32.33,0.1397
SSNC,SS&C Technologies,3.475,18729.0,0.0856,4.496,2.298,0.05,7991561.0,7.0,84040.0,40.91,0.0607
SSRM.TO,SSR Mining,1.326,3963.0,0.1111,0.1804,6.358,0.0799,1981007.0,3.0,16800.0,14.05,0.164
SSTK,Shutterstock,4.1,7671.0,0.1017,2.01,2.346,0.0356,2628575.0,2.0,11950.0,34.52,-0.2046
SSUMY,Sumitomo,0.8274,20380.0,0.1097,1.437,13.89,0.2005,90993.0,8.0,17510.0,14.03,0.0669
SSW,Seaspan,0.449,15979.0,-0.0646,0.0425,12.42,0.0809,1112.0,2.0,81255.0,6.89,-0.0157
SSYS,Stratasys,1.105,8339.0,-0.0486,0.8204,-4.423,0.0077,3998675.0,5.0,12490.0,23.64,0.0364
ST,Sensata Technologies,3.95,29884.0,0.1482,1.159,3.668,0.0453,8604794.0,7.0,82700.0,48.3,0.124
STAA,Staar Surgical,14.71,1547.0,-0.1355,1.849,-0.8029,-0.003,962244.0,8.0,56319.0,13.7,0.3838
STAEF,Stanley Electric Co.,1.954,20993.0,0.14,0.6325,7.15,0.0166,0.0,8.0,55450.0,33.57,0.1164
STAG,Stag Industrial,2.348,5856.0,0.0411,0.0361,-0.1026,-0.2845,6119974.0,7.0,25770.0,27.94,0.0425
STAY,Extended Stay America,4.856,18945.0,0.0791,0.0885,2.306,0.0594,1775.0,9.0,39620.0,20.6,0.0752
STB.TO,Student Transportation,4.303,5964.0,0.0517,0.7703,1.15,0.0343,1784223.0,7.0,70690.0,7.47,-0.0472
STBA,S&T Bancorp,1.636,14890.0,0.0936,1.612,6.262,0.0703,8644097.0,8.0,14250.0,40.73,0.1236
STBZ,State Bank Financial,1.801,14890.0,0.0831,1.109,5.256,0.0424,992366.0,7.0,11390.0,29.22,0.0798
STC,Stewart Information Servs,1.37,14890.0,0.1019,3.318,7.34,0.1174,1192775.0,3.0,90242.0,38.01,-0.163
STE,STERIS,2.635,25612.0,0.0412,0.6545,2.023,0.0322,3964624.0,8.0,77140.0,90.51,0.1198
STFC,State Auto Financial,1.182,14890.0,0.0523,49.06,4.397,0.0828,366778.0,5.0,10810.0,25.7,0.0078
STI,SunTrust Banks,1.296,14890.0,0.0852,1.422,7.051,0.0631,3024.0,8.0,29170.0,60.77,0.0594
STL,Sterling Bancorp,2.858,14890.0,0.0871,2.2,5.422,0.0662,2816.0,8.0,55200.0,24.55,0.0469
STLD,Steel Dynamics,2.816,39252.0,0.1792,0.8709,5.999,0.0571,2879.0,9.0,86760.0,36.17,-0.0187
STM,STMicroelectronics,3.234,63900.0,0.0801,0.7361,2.55,0.0235,3806.0,10.0,17520.0,19.73,0.3376
STN.TO,Stantec,2.103,47930.0,0.0618,4.21,2.037,0.0669,1562545.0,7.0,40210.0,35.33,0.1068
STND,Standard AVB Financial,1.058,14890.0,0.0224,1.531,5.231,0.031,22747.0,8.0,14009.0,29.3,0.0372
STO,Statoil,1.729,60320.0,-0.0192,0.2454,-1.207,0.0689,1480.0,7.0,65500.0,19.88,0.2152
STRA,Strayer Education,4.732,5106.0,0.1893,1.549,3.621,0.038,448768.0,9.0,98999.0,88.65,-0.016
STRT,Strattec Security,1.048,1466.0,0.0505,1.012,3.51,-0.0883,189928.0,4.0,15835.0,42.8,0.2681
STT,State Street Corporation,1.958,14890.0,0.1227,1.326,6.974,0.0174,1818.0,8.0,36950.0,98.8,0.0904
STWD,Starwood Property Trust,1.249,14890.0,0.1031,0.1195,10.08,0.005,1514.0,5.0,56410.0,21.65,-0.03
STWRY,Software AG,2.841,17137.0,0.1233,2.758,4.31,0.0495,1243.0,6.0,34970.0,11.82,-0.0067
STX,Seagate Technology,7.13,66600.0,0.5071,1.271,9.274,0.1464,4711.0,5.0,97260.0,33.79,-0.0939
STZ,Constellation Brands,5.184,10650.0,0.2417,0.4819,4.159,0.0158,1392.0,7.0,41100.0,210.11,0.0844
SU.TO,Suncor Energy,1.608,42680.0,0.0606,0.0984,3.77,0.0216,2724.0,7.0,72180.0,43.5,0.1779
SUBCY,Subsea 7,0.9339,30350.0,0.078,0.2176,7.434,0.0908,171552.0,9.0,52840.0,16.14,0.1885
SUGBY,Suruga Bank,1.692,14890.0,0.1965,0.6419,10.61,0.0354,4667.0,9.0,52580.0,227.0,0.0288
SUI,Sun Communities,2.579,14436.0,0.0255,0.0432,0.7741,0.0009,4329738.0,7.0,69390.0,87.84,0.0133
SUM.TO,Solium Capital,3.831,14890.0,0.0681,5.885,1.681,0.0187,4153113.0,9.0,53095.0,10.47,0.1162
SUNS,Solar Senior Capital,1.048,6699.0,0.0878,1.109,7.886,0.1655,4200827.0,5.0,28201.0,17.59,0.0359
SUP,Superior Industries Intl,0.9703,2010.0,0.0233,0.6463,1.492,-0.0189,1800668.0,2.0,41715.0,16.75,-0.123
SUPN,Supernus Pharmaceuticals,9.371,7197.0,0.5512,17.01,4.646,0.0409,9178789.0,10.0,21500.0,42.4,-0.0105
SURDF,Sumitomo Realty & Dev,1.562,73080.0,0.1627,0.0861,12.35,-0.0675,0.0,6.0,14380.0,30.34,-0.0338
SUZBY,Suzano Papel E Celulose,2.124,31672.0,0.0266,0.1573,2.128,0.0241,53116.0,9.0,69560.0,12.58,0.4941
SVCBY,Svenska Cellulosa,0.7072,27632.0,0.0758,0.1035,7.557,0.125,1738613.0,1.0,60230.0,8.575,0.1343
SVNBY,Seven Bank,2.256,14890.0,0.1321,0.9969,5.851,0.3285,0.0,5.0,40150.0,33.7,0.0
SVNDY,Seven & i Holdings,1.643,49080.0,0.0681,0.8634,7.711,0.0359,6005733.0,3.0,34300.0,19.39,-0.0251
SVNLY,Svenska Handelsbanken,1.889,14890.0,0.1198,4.208,6.062,-0.2306,3551887.0,6.0,30130.0,7.75,0.0704
SW.TO,Sierra Wireless,1.829,8031.0,0.057,5.0,3.663,0.0127,792498.0,9.0,90732.0,28.19,-0.2126
SWK,Stanley Black & Decker,3.426,12120.0,0.1837,2.026,5.24,0.0343,9841804.0,7.0,23810.0,155.49,0.0928
SWKH,SWK Holdings,0.6831,14890.0,0.1795,1.109,24.73,0.0677,24483.0,7.0,14674.0,11.25,0.0227
SWKS,Skyworks Solutions,4.948,45360.0,0.2651,1.086,4.965,0.0641,1554.0,9.0,19290.0,104.96,0.0733
SWM,Schweitzer-Mauduit Intl,2.323,7660.0,0.1372,0.7326,7.341,0.0648,1410308.0,4.0,12650.0,41.2,0.1126
SWMAF,Swedish Match,2.2255000000000003,22033.0,-2.383,1.659,6.909,0.04,104233.0,4.0,63840.0,35.48,0.0184
SWN,Southwestern Energy,1.92,39400.0,-0.259,0.1547,12.36,-0.0206,1577.0,1.0,30190.0,5.93,0.0331
SWPIF,Sawai Pharmaceutical Co.,1.654,12387.0,0.1808,0.4163,11.06,0.0176,1933.0,3.0,20690.0,56.11,-0.0199
SWX,Southwest Gas Holdings,2.153,21905.0,0.0925,0.1256,4.063,-0.0397,1786296.0,6.0,36960.0,77.67,0.0595
SXI,Standex International,3.25,7274.0,0.1209,1.678,4.239,0.0279,4128927.0,6.0,13280.0,103.95,0.1448
SXT,Sensient Technologies,3.884,11922.0,0.1287,0.7062,3.169,0.0338,1841509.0,4.0,34330.0,78.25,-0.0271
SYANY,Sydbank,1.456,14890.0,0.1424,18.58,9.029,0.6671,0.0,5.0,25870.0,7.65,0.0
SYBT,Stock Yards Bancorp,2.662,14890.0,0.1347,0.8866,5.923,0.0634,4855343.0,5.0,86901.0,38.35,-0.0179
SYF,Synchrony Financial,1.738,14890.0,0.1541,1.109,10.64,0.2871,5947.0,6.0,24900.0,31.31,0.0657
SYFHF,Sony Financial Holdings,1.322,14890.0,0.0832,2.973,7.217,0.8647,7367.0,6.0,69600.0,16.0,0.0289
SYK,Stryker,5.554,1990.0,0.1781,1.765,3.007,0.0235,1106.0,7.0,55740.0,149.0,0.0699
SYKE,Sykes Enterprises,1.618,12680.0,0.0909,2.388,5.691,0.0456,1640742.0,3.0,12460.0,28.97,-0.1213
SYMC,Symantec,6.151,91800.0,-0.1013,1.283,-0.9066,0.0319,5898.0,7.0,20850.0,33.92,0.2237
SYNA,Synaptics,1.753,12680.0,0.0681,3.758,4.656,0.0888,8617348.0,2.0,12970.0,38.49,-0.2407
SYNL,Synalloy,1.32,8178.0,-0.0274,1.46,-1.633,-0.0828,210272.0,9.0,12029.0,13.8,0.2267
SYNT,Syntel,2.2255000000000003,8146.0,-0.7591,2.096,-5.696,-0.0278,3004321.0,2.0,16380.0,19.58,0.2276
SYY,Sysco,12.02,27600.0,0.4173,3.335,3.836,0.0501,2492.0,5.0,28630.0,54.23,0.1043
SYZ.V,Sylogist,4.824,6508.0,0.1674,22.89,3.507,0.0504,989507.0,4.0,19954.0,8.84,0.0091
SZKMY,Suzuki Motor,2.335,23010.0,0.2131,1.205,9.464,0.0959,16913.0,9.0,23390.0,212.05,0.1264
T,AT&T,1.9,21580.0,0.1063,0.3168,5.456,0.0662,2417.0,4.0,236940.0,38.59,0.0379
T.TO,TELUS,3.185,1840.0,0.1522,0.3,4.656,0.021,8212164.0,6.0,26660.0,44.89,0.0009
TA,TravelCenters of America,0.4396,39025.0,-0.0519,1.438,-13.4,-0.8581,5580584.0,1.0,22943.0,5.8,0.45
TAL,TAL Education Group,24.99,15230.0,0.2154,1.907,0.6467,0.0415,3511.0,10.0,17000.0,33.95,0.634
TAP,Molson Coors Brewing,1.481,13350.0,0.1973,0.6784,3.24,0.0605,1519.0,3.0,17910.0,83.18,-0.035
TARO,Taro Pharmaceutical,2.162,11654.0,0.1999,0.8876,8.608,0.0903,708466.0,3.0,46270.0,114.2,-0.018
TAST,Carrols Restaurant Group,2.521,5200.0,0.2404,1.13,6.845,-0.0583,2997475.0,3.0,40498.0,11.2,-0.0782
TAVHY,TAV Havalimanlari Holding,1.793,26053.0,0.2007,1.272,10.42,0.1305,51757.0,9.0,16540.0,18.21,-0.1447
TAX,Liberty Tax,1.724,14890.0,0.1266,0.2059,6.26,0.1307,5745073.0,6.0,18264.0,14.4,0.0868
TBABF,Trelleborg,2.106,30426.0,0.1233,0.895,5.301,0.0476,10.0,8.0,64620.0,23.84,0.021
TBI,TrueBlue,1.81,15528.0,0.1145,9.689,6.396,0.1191,2691591.0,3.0,96604.0,23.0,-0.1221
TBNGY,PTBA,2.596,12675.0,0.2561,0.741,8.827,0.0415,0.0,9.0,21760.0,5.16,0.0
TBNK,Territorial Bancorp,1.34,14890.0,0.0744,3.126,5.703,0.0583,275669.0,5.0,31546.0,32.09,0.0348
TBPH,Theravance Biopharma,7.961,2145.0,-0.7739,0.4145,-13.1,-0.077,2187603.0,5.0,19200.0,35.66,-0.1353
TBVPY,Thai Beverage,4.671,41074.0,0.2874,0.9426,5.936,0.034,0.0,6.0,17020.0,67.78,0.0
TC.TO,Tucows,13.1,2872.0,0.4109,4.439,2.627,0.0159,431037.0,9.0,76817.0,72.79,0.0299
TCAP,Triangle Capital,0.9415,14890.0,0.0321,40.36,3.653,-0.3605,3631378.0,2.0,66653.0,13.96,-0.2059
TCBK,TriCo Bancshares,1.885,14890.0,0.1042,1.115,6.182,0.0467,6784513.0,8.0,94039.0,41.02,0.1653
TCF,TCF Financial,1.299,14890.0,0.0974,0.8073,10.43,-0.4275,1543.0,5.0,29420.0,17.13,0.064
TCFC,The Community Financial,1.51,14890.0,0.0842,0.5412,6.459,0.0508,1277287.0,9.0,16500.0,35.49,-0.0485
TCL.A.TO,Transcontinental,1.789,9540.0,0.177,0.9158,10.34,0.1071,1423338.0,8.0,20620.0,26.65,0.0258
TCN.TO,Tricon Capital Group,1.27,14890.0,0.0235,14.64,1.709,-0.2815,2738902.0,7.0,14020.0,10.48,-0.0709
TCPC,TCP Capital,1.104,14890.0,0.1304,1.109,9.337,-0.13,1725406.0,5.0,97595.0,16.6,-0.0084
TCRD,THL Credit,0.8092,14890.0,0.0628,1.109,7.957,0.1341,1102169.0,5.0,30449.0,9.29,-0.0607
TCS.TO,Tecsys,4.925,7752.0,0.1958,6.918,3.141,0.0218,102612.0,8.0,20409.0,15.6,0.1064
TCYMY,Tingyi (Cayman Islands),3.967,63161.0,0.083,0.4546,2.244,0.0336,5933.0,8.0,84040.0,29.99,0.2434
TD.TO,The Toronto-Dominion Bank,1.939,14890.0,0.1474,1.75,9.808,0.1396,3402.0,7.0,130140.0,70.4,0.0806
TDC,Teradata,4.829,24200.0,0.11,3.6,2.274,0.0704,1404.0,4.0,42110.0,33.42,0.1755
TDG,TransDigm Group,2.2255000000000003,52177.0,-0.4114,2.811,3.408,0.0455,5172911.0,5.0,13750.0,264.97,0.0052
TDHOY,T&D Holdings,0.8893,14890.0,0.0622,1.437,10.84,-0.0595,54469.0,7.0,90340.0,7.26,-0.0346
TDS,Telephone & Data Systems,0.7605,66200.0,0.013,0.3656,1.602,0.0448,5713662.0,5.0,31690.0,28.65,0.0295
TDY,Teledyne Technologies,3.327,25280.0,0.1236,1.508,3.325,0.038,1574972.0,8.0,57600.0,163.02,0.2595
TECD,Tech Data,1.291,51559.0,0.0835,65.72,7.114,0.2309,8147996.0,6.0,35280.0,92.47,-0.0914
TECH,Bio-Techne,4.825,11081.0,0.0841,1.172,1.656,0.0279,1375684.0,6.0,45820.0,122.56,0.0564
TECK.B.TO,Teck Resources,0.901,10660.0,0.1196,0.1016,13.77,0.1808,2572.0,8.0,16650.0,28.81,0.2413
TEDU,Tarena Intl,3.568,4553.0,0.1574,0.9906,4.014,0.0415,3126609.0,5.0,83990.0,14.61,-0.1955
TEF,Telefonica,2.742,11040.0,0.1533,0.3841,4.806,0.0487,1137.0,5.0,52950.0,10.51,0.0204
TEL,TE Connectivity,3.334,11380.0,0.1939,1.084,5.552,0.0468,1055.0,8.0,30470.0,86.23,0.1021
TELL,Tellurian,12.15,14890.0,0.1062,1.109,-19.14,-0.0841,4291748.0,10.0,21600.0,10.24,0.0734
TELNY,Telenor,5.09,28090.0,0.0265,0.4267,4.818,0.0752,3460787.0,7.0,30860.0,20.56,0.2473
TEO,Telecom Argentina,4.424,84730.0,0.3001,0.6671,6.169,0.0785,2135424.0,9.0,61680.0,31.83,0.1067
TER,Teradyne,3.66,39122.0,0.2093,2.725,5.339,0.041,2165.0,9.0,74980.0,37.9,0.2305
TESS,Tessco Technologies,0.983,2917.0,0.0187,8.868,1.905,-0.1332,1668483.0,5.0,10547.0,12.6,-0.0632
TEX,Terex,2.653,24070.0,-0.0439,3.897,-4.792,0.0353,1264.0,9.0,40860.0,45.7,0.2486
TEZNY,Terna,2.782,50843.0,0.1838,0.0419,6.243,0.0504,111226.0,7.0,11520.0,17.2,0.063
TFII.TO,TFI International,2.197,53114.0,0.0255,0.961,4.468,0.0384,1796787.0,7.0,28390.0,31.51,0.1442
TFSL,TFS Financial,2.659,14890.0,0.053,1.28,1.957,0.0244,1844187.0,3.0,44610.0,15.85,0.0154
TFX,Teleflex,4.698,29028.0,0.1116,1.459,2.62,0.0308,3063649.0,7.0,11080.0,246.05,0.2018
TG,Tredegar,1.746,7680.0,0.1913,0.9291,10.15,-0.0009,718097.0,3.0,62757.0,19.0,0.2709
TGH,Textainer Group Holdings,0.9037,10364.0,-0.0553,0.0332,0.8384,-0.0431,3258368.0,10.0,10060.0,17.7,0.2509
TGI,Triumph Group,1.844,15434.0,-0.0705,0.9772,8.752,0.1375,5788208.0,3.0,15730.0,31.7,0.0079
TGNA,Tegna,4.441,25969.0,0.0937,1.22,13.65,0.202,2562.0,5.0,28830.0,13.4,-0.0616
TGOSY,Toyoda Gosei Co.,1.098,21337.0,0.0921,0.7688,9.479,0.0486,446.0,7.0,31170.0,48.15,-0.0015
TGS,Transportadora de Gas,14.88,9254.0,0.7144,0.5304,3.784,0.0348,1825546.0,10.0,34510.0,21.72,0.3164
TGT,Target,2.811,5010.0,0.2493,0.6632,8.648,0.1498,5730.0,3.0,31200.0,57.12,0.1104
THBIY,Turkiye Halk Bankasi,0.6033,14890.0,0.1535,0.8496,22.9,1.126,49117.0,9.0,40840.0,6.535,-0.1333
THFF,First Financial,1.359,14890.0,0.0811,0.7159,8.375,0.0732,1830317.0,5.0,59041.0,48.3,0.0126
THG,The Hanover Insurance,1.393,14890.0,0.0671,1.109,4.815,0.176,2420586.0,7.0,41400.0,97.68,0.109
THKLY,THK,1.908,25377.0,0.1435,1.138,7.316,0.0579,243273.0,9.0,43340.0,17.12,0.2129
THNUY,Thanachart Capital,1.109,14890.0,0.1108,1.172,9.454,-0.0721,0.0,9.0,19280.0,16.55,0.0
THO,Thor Industries,4.305,30129.0,0.2668,4.718,5.493,0.0447,8634874.0,8.0,67870.0,129.07,0.2515
THR,Thermon Group Holdings,2.145,2381.0,0.0414,1.191,1.824,0.0452,1950853.0,3.0,67495.0,20.83,0.1115
THRM,Gentherm,2.557,7840.0,0.1701,1.325,5.893,0.0015,1831619.0,3.0,13630.0,37.0,-0.0212
THS,Treehouse Foods,1.514,27690.0,-0.094,1.156,1.551,0.0994,6491627.0,2.0,38490.0,67.31,-0.172
THYCY,Taiheiyo Cement,1.712,39376.0,0.1122,0.4056,10.64,0.0775,67087.0,7.0,54830.0,11.1,0.2033
TICC,TICC Capital,0.8922,14890.0,0.2696,1.109,27.36,0.6663,2550912.0,7.0,34491.0,6.7,-0.0346
TIF,Tiffany,3.748,59820.0,0.1532,1.032,3.89,0.0482,1860.0,8.0,11780.0,94.61,0.0168
TIH.TO,Toromont Industries,4.929,12214.0,0.1841,1.107,3.499,0.0298,2193025.0,8.0,45530.0,58.02,0.2207
TILE,Interface,4.089,9790.0,0.1438,1.218,3.89,0.0353,3696516.0,6.0,13570.0,22.05,0.1425
TINLY,Teijin,1.311,56379.0,0.2222,0.9277,18.25,0.1368,15667.0,5.0,39780.0,20.22,0.0407
TIS,Orchids Paper Products,1.138,1514.0,0.0146,0.1368,1.351,-0.4261,1182699.0,1.0,14663.0,14.06,0.1707
TISI,Team,0.7393,8464.0,-0.0636,1.525,-8.714,-0.0356,6775617.0,1.0,38791.0,13.0,-0.4336
TITN,Titan Machinery,1.1,5281.0,-0.0591,1.678,-3.295,0.3627,178331.0,7.0,34633.0,15.72,-0.1139
TJX,TJX Companies,10.31,23850.0,0.5175,1.789,4.796,0.0518,3256.0,4.0,46830.0,73.6,0.0471
TKAGY,Telekom Austria,2.003,62862.0,0.1605,0.4122,6.955,0.067,6268.0,9.0,60810.0,18.32,0.1854
TKC,Turkcell ?leti?im,1.927,42841.0,0.1027,0.5175,6.391,-0.0776,7143486.0,6.0,77440.0,8.8,0.0878
TKFOY,Tokyu Fudosan Holdings,0.8607,37883.0,0.1292,0.1619,18.47,-0.6609,0.0,5.0,34060.0,11.19,0.0
TKGSF,Tokyo Gas Co,1.118,12610.0,0.0363,0.2943,3.096,0.0121,53426.0,6.0,11010.0,24.1,0.0366
TKOMY,Tokio Marine Holdings,0.939,14890.0,0.1099,4.902,11.7,0.0615,1069433.0,5.0,29910.0,39.97,-0.0371
TKPYY,Takeda Pharmaceutical,2.374,29470.0,0.1186,0.85,3.659,0.0448,661135.0,7.0,42700.0,27.33,0.0901
TKR,The Timken,2.77,20180.0,0.1243,0.9271,4.398,0.0477,5281768.0,8.0,38420.0,49.35,0.0763
TLK,Telekomunikasi Indonesia,5.33,17160.0,0.2542,0.2784,4.772,0.0365,2336328.0,6.0,33930.0,34.25,-0.0032
